window,prediction_mse,layer0_spectral_l1,layer1_spectral_l1,layer2_spectral_l1
316,0.06156529113650322,0.0699312450178807,0.10108829699916462,0.07584334088760175
317,0.06126923859119415,0.07398028613921918,0.0996399671442746,0.07761805253814119
318,0.06421452015638351,0.07399312915117742,0.09876087731682849,0.07862021837546382
319,0.08245739340782166,0.06529586413591648,0.0945084067810015,0.08023815511782097
320,0.12220776081085205,0.06275103426175285,0.09558263454506667,0.08064289364048256
321,0.10201792418956757,0.06372999939418875,0.09811955052106107,0.0800968656661074
322,0.07366602122783661,0.06951305071938271,0.10015519444783903,0.07821296903006311
323,0.0654582530260086,0.07396682593364297,0.09904851120657651,0.07810162835224338
324,0.049261339008808136,0.07404422906175673,0.09761346763649731,0.07198146747128344
325,0.05970630422234535,0.06531162691523656,0.09434003183980631,0.0710043712052688
326,0.10368724167346954,0.06288214754330301,0.09534981004223465,0.07425812463967757
327,0.12390066683292389,0.06425499326364711,0.09913856273539934,0.07456349758383331
328,0.10031846910715103,0.06981185485596031,0.09987693698418046,0.07470903992725328
329,0.10181502252817154,0.07475464398297832,0.10049955559261893,0.07852148684671012
330,0.10510160028934479,0.07370230045822845,0.09853013443037952,0.08019724279759494
331,0.13069307804107666,0.06484917390985191,0.09547536383141839,0.0787669961671391
332,0.14938071370124817,0.06317986768881877,0.09576653162199503,0.07744534148865222
333,0.08744754642248154,0.06449453530648641,0.09807515351351846,0.074596298375723
334,0.09837832301855087,0.06982726624165268,0.09850642532622332,0.07614506160722549
335,0.11349660158157349,0.07473632301071585,0.09775381921676338,0.07562566756214065
336,0.11412087082862854,0.07383508875488241,0.09564473351864589,0.07328950696805285
337,0.14126509428024292,0.06461205544878909,0.0927266389757273,0.07359357939793526
338,0.14559921622276306,0.0628498682968602,0.09438522482097471,0.07349384327684282
339,0.08911406248807907,0.06393478930862527,0.09671188877376379,0.07325205617094292
340,0.06287936121225357,0.06906412686600683,0.09770562938278929,0.07484794140085871
341,0.06359294801950455,0.07438703775994909,0.09872925837447358,0.07737933060371785
342,0.07091259956359863,0.07362104324132705,0.09600406045929577,0.07778846493418791
343,0.07619267702102661,0.06458729137269575,0.09329432076759771,0.07960238780213065
344,0.1430056244134903,0.06299702156292052,0.09502669748928284,0.0799260421200383
345,0.09728725999593735,0.06336852092508195,0.09747812723631447,0.07993630993921676
346,0.10497897118330002,0.06830474431556377,0.09769954326508175,0.07789100210765686
347,0.09577854722738266,0.07376808935935132,0.09819871929298657,0.07715453509316679
348,0.09996041655540466,0.07376449596251157,0.09489221317076871,0.07223745973186402
349,0.13909170031547546,0.06475009220834517,0.09245436115243519,0.07191321317536885
350,0.14134249091148376,0.06271344110169565,0.09325790198453872,0.07255880125596562
351,0.13551782071590424,0.06345947578504717,0.0961219825628842,0.07364684468556552
352,0.07809647917747498,0.06799931584664463,0.09700180535419146,0.07285826534626677
353,0.07651259005069733,0.07319976110719331,0.09665652069256545,0.07812517137821362
354,0.13038724660873413,0.07308900131347258,0.09408919970753926,0.07825000458206223
355,0.11827158182859421,0.06451027648216363,0.09211168626309994,0.07693170154040763
356,0.13450320065021515,0.0629273451317786,0.09253006675231217,0.07391757084327068
357,0.08735604584217072,0.06414779800277294,0.0952047778937049,0.07288845274142726
358,0.08422327041625977,0.06818228481618792,0.09589374090701815,0.07373591255870755
359,0.10016491264104843,0.07429928528883677,0.09647087604709069,0.07545651939649219
